date,area,shift,total_assigned,total_present,total_absent,critical_present,total_work_hours,total_overtime_hours,coal_production_tonnes,target_production,total_cost_inr,revenue_inr,net_profit_inr,attendance_pct,critical_absent,critical_attendance_pct,production_achievement_pct,profit_per_tonne,cost_per_tonne,revenue_per_tonne,tonnes_per_worker,tonnes_per_critical_worker,tonnes_per_work_hour,overtime_pct,critical_staff_ratio,target_gap_tonnes,profit_margin_pct,work_hours_per_tonne
02-08-2025,Korba,Morning,600,576,24,384,4608,180,4679.73,1333,1691505.5,8891487,7199981.5,96,216,64,351.07,1538.55,361.45,1900,8.12,12.19,1.02,3.91,66.67,3346.73,80.98,0.98
03-08-2025,Dipka,Evening,600,504,96,348,4032,259.2,5139.21,2000,2115784,14389788,12274004,84,252,58,256.96,2388.31,411.69,2800,10.2,14.77,1.27,6.43,69.05,3139.21,85.3,0.78
06-08-2025,Dipka,Night,600,540,60,372,4320,106.8,4744.29,2000,1948416,13284012,11335596,90,228,62,237.21,2389.31,410.69,2800,8.79,12.75,1.1,2.47,68.89,2744.29,85.33,0.91
11-01-2025,Kusmunda,Morning,600,576,24,408,4608,157.2,5024.54,2500,2819097,11053988,8234891,96,192,68,200.98,1638.93,561.07,2200,8.72,12.32,1.09,3.41,70.83,2524.54,74.5,0.92
11-01-2025,Korba,Morning,600,540,60,408,4320,94.8,4575.74,1333,1657959,8693906,7035947,90,192,68,343.27,1537.66,362.34,1900,8.47,11.22,1.06,2.19,75.56,3242.74,80.93,0.94
11-01-2025,Korba,Night,600,540,60,420,4320,214.8,4345.62,1333,1571367,8256678,6685311,90,180,70,326,1538.4,361.6,1900,8.05,10.35,1.01,4.97,77.78,3012.62,80.97,0.99
12-01-2025,Kusmunda,Night,600,576,24,324,4608,222,4430.53,2500,2489941.5,9747166,7257224.5,96,276,54,177.22,1638,562,2200,7.69,13.67,0.96,4.82,56.25,1930.53,74.45,1.04
13-01-2025,Kusmunda,Evening,600,564,36,348,4512,112.8,5560.62,2500,3113291,12233364,9120073,94,252,58,222.42,1640.12,559.88,2200,9.86,15.98,1.23,2.5,61.7,3060.62,74.55,0.81
13-01-2025,Korba,Evening,600,528,72,360,4224,248.4,4328.06,1333,1567671,8223314,6655643,88,240,60,324.69,1537.79,362.21,1900,8.2,12.02,1.02,5.88,68.18,2995.06,80.94,0.98
18-01-2025,Korba,Night,600,564,36,348,4512,249.6,4570.08,1333,1655128,8683152,7028024,94,252,58,342.84,1537.83,362.17,1900,8.1,13.13,1.01,5.53,61.7,3237.08,80.94,0.99
19-01-2025,Dipka,Morning,600,528,72,372,4224,192,5338.92,2000,2193418,14948976,12755558,88,228,62,266.95,2389.16,410.84,2800,10.11,14.35,1.26,4.55,70.45,3338.92,85.33,0.79
03-05-2025,Kusmunda,Morning,600,588,12,420,4704,156,6064.8,2500,3391440,13342560,9951120,98,180,70,242.59,1640.8,559.2,2200,10.31,14.44,1.29,3.32,71.43,3564.8,74.58,0.78
10-10-2025,Dipka,Evening,600,576,24,408,4608,196.8,4766.09,2000,1964286,13345052,11380766,96,192,68,238.3,2387.86,412.14,2800,8.27,11.68,1.03,4.27,70.83,2766.09,85.28,0.97
10-10-2025,Korba,Night,600,552,48,372,4416,211.2,4928.82,1333,1782187,9364758,7582571,92,228,62,369.75,1538.42,361.58,1900,8.93,13.25,1.12,4.78,67.39,3595.82,80.97,0.9
11-10-2025,Dipka,Evening,600,552,48,360,4416,36,5907.12,2000,2420698,16539936,14119238,92,240,60,295.36,2390.21,409.79,2800,10.7,16.41,1.34,0.82,65.22,3907.12,85.36,0.75
11-10-2025,Korba,Night,600,564,36,420,4512,118.8,5385.51,1333,1944378.5,10232469,8288090.5,94,180,70,404.01,1538.96,361.04,1900,9.55,12.82,1.19,2.63,74.47,4052.51,81,0.84
12-10-2025,Dipka,Night,600,528,72,432,4224,231.6,4735,2000,1952500,13258000,11305500,88,168,72,236.75,2387.65,412.35,2800,8.97,10.96,1.12,5.48,81.82,2735,85.27,0.89
12-10-2025,Kusmunda,Evening,600,576,24,372,4608,216,4977.76,2500,2788018,10951072,8163054,96,228,62,199.11,1639.91,560.09,2200,8.64,13.38,1.08,4.69,64.58,2477.76,74.54,0.93
14-10-2025,Dipka,Night,600,528,72,348,4224,211.2,4287.65,2000,1771960,12005420,10233460,88,252,58,214.38,2386.73,413.27,2800,8.12,12.32,1.02,5,65.91,2287.65,85.24,0.99
29-06-2025,Dipka,Night,600,576,24,432,4608,96,4974.2,2000,2046580,13927760,11881180,96,168,72,248.71,2388.56,411.44,2800,8.64,11.51,1.08,2.08,75,2974.2,85.31,0.93
01-07-2025,Dipka,Morning,600,564,36,372,4512,216,5401.99,2000,2219396,15125572,12906176,94,228,62,270.1,2389.15,410.85,2800,9.58,14.52,1.2,4.79,65.96,3401.99,85.33,0.84
02-07-2025,Kusmunda,Night,600,528,72,288,4224,42,6259.69,2500,3504079.5,13771318,10267238.5,88,312,48,250.39,1640.22,559.78,2200,11.86,21.74,1.48,0.99,54.55,3759.69,74.56,0.67
15-10-2025,Korba,Evening,600,516,84,336,4128,172.8,5108.24,1333,1843384,9705656,7862272,86,264,56,383.21,1539.14,360.86,1900,9.9,15.2,1.24,4.19,65.12,3775.24,81.01,0.81
16-10-2025,Korba,Morning,600,576,24,468,4608,21.6,4450.01,1333,1615253.5,8455019,6839765.5,96,132,78,333.83,1537.02,362.98,1900,7.73,9.51,0.97,0.47,81.25,3117.01,80.9,1.04
16-10-2025,Korba,Evening,600,576,24,360,4608,106.8,4648.66,1333,1684231,8832454,7148223,96,240,60,348.74,1537.7,362.3,1900,8.07,12.91,1.01,2.32,62.5,3315.66,80.93,0.99
17-10-2025,Kusmunda,Night,600,516,84,324,4128,188.4,5157.16,2500,2890338,11345752,8455414,86,276,54,206.29,1639.55,560.45,2200,9.99,15.92,1.25,4.56,62.79,2657.16,74.52,0.8
19-10-2025,Dipka,Night,600,528,72,396,4224,116.4,4977.67,2000,2049668,13937476,11887808,88,204,66,248.88,2388.23,411.77,2800,9.43,12.57,1.18,2.76,75,2977.67,85.29,0.85
19-10-2025,Kusmunda,Morning,600,564,36,312,4512,43.2,5378.99,2500,3017144.5,11833778,8816633.5,94,288,52,215.16,1639.09,560.91,2200,9.54,17.24,1.19,0.96,55.32,2878.99,74.5,0.84
19-10-2025,Kusmunda,Night,600,588,12,420,4704,188.4,4761.93,2500,2673261.5,10476246,7802984.5,98,180,70,190.48,1638.62,561.38,2200,8.1,11.34,1.01,4.01,71.43,2261.93,74.48,0.99
20-10-2025,Dipka,Evening,600,564,36,384,4512,34.8,6199.99,2000,2542546,17359972,14817426,94,216,64,310,2389.91,410.09,2800,10.99,16.15,1.37,0.77,68.09,4199.99,85.35,0.73
23-10-2025,Korba,Night,600,576,24,396,4608,56.4,5340.94,1333,1931979,10147786,8215807,96,204,66,400.67,1538.27,361.73,1900,9.27,13.49,1.16,1.22,68.75,4007.94,80.96,0.86
21-03-2025,Korba,Morning,600,540,60,372,4320,118.8,3796.94,1333,1382729,7214186,5831457,90,228,62,284.84,1535.83,364.17,1900,7.03,10.21,0.88,2.75,68.89,2463.94,80.83,1.14
21-03-2025,Korba,Evening,600,576,24,372,4608,127.2,5557.53,1333,2003735.5,10559307,8555571.5,96,228,62,416.92,1539.46,360.54,1900,9.65,14.94,1.21,2.76,64.58,4224.53,81.02,0.83
22-03-2025,Korba,Evening,600,564,36,408,4512,258,5800.55,1333,2089742.5,11021045,8931302.5,94,192,68,435.15,1539.73,360.27,1900,10.28,14.22,1.29,5.72,72.34,4467.55,81.04,0.78
05-07-2025,Dipka,Night,600,552,48,408,4416,127.2,5349.51,2000,2198404,14978628,12780224,92,192,68,267.48,2389.05,410.95,2800,9.69,13.11,1.21,2.88,73.91,3349.51,85.32,0.83
05-07-2025,Kusmunda,Evening,600,564,36,396,4512,72,5853.18,2500,3271849,12876996,9605147,94,204,66,234.13,1641.01,558.99,2200,10.38,14.78,1.3,1.6,70.21,3353.18,74.59,0.77
06-07-2025,Korba,Morning,600,540,60,420,4320,136.8,4817.74,1333,1746509,9153706,7407197,90,180,70,361.42,1537.48,362.52,1900,8.92,11.47,1.12,3.17,77.78,3484.74,80.92,0.9
08-07-2025,Korba,Evening,600,552,48,396,4416,188.4,5233.72,1333,1893702,9944068,8050366,92,204,66,392.63,1538.17,361.83,1900,9.48,13.22,1.19,4.27,71.74,3900.72,80.96,0.84
08-07-2025,Korba,Night,600,576,24,408,4608,130.8,5067.71,1333,1826848.5,9628649,7801800.5,96,192,68,380.17,1539.51,360.49,1900,8.8,12.42,1.1,2.84,70.83,3734.71,81.03,0.91
09-07-2025,Korba,Morning,600,552,48,396,4416,188.4,4709.55,1333,1706492.5,8948145,7241652.5,92,204,66,353.3,1537.65,362.35,1900,8.53,11.89,1.07,4.27,71.74,3376.55,80.93,0.94
10-07-2025,Korba,Morning,600,552,48,372,4416,187.2,4339.38,1333,1574183,8244822,6670639,92,228,62,325.53,1537.23,362.77,1900,7.86,11.66,0.98,4.24,67.39,3006.38,80.91,1.02
11-07-2025,Dipka,Night,600,540,60,420,4320,159.6,4981.79,2000,2050566,13949012,11898446,90,180,70,249.09,2388.39,411.61,2800,9.23,11.86,1.15,3.69,77.78,2981.79,85.3,0.87
11-07-2025,Kusmunda,Evening,600,540,60,288,4320,188.4,4891.05,2500,2745577.5,10760310,8014732.5,90,312,48,195.64,1638.65,561.35,2200,9.06,16.98,1.13,4.36,53.33,2391.05,74.48,0.88
26-10-2025,Kusmunda,Night,600,564,36,396,4512,126,4063.31,2500,2287970.5,8939282,6651311.5,94,204,66,162.53,1636.92,563.08,2200,7.2,10.26,0.9,2.79,70.21,1563.31,74.41,1.11
27-10-2025,Dipka,Night,600,540,60,384,4320,157.2,4630.48,2000,1901592,12965344,11063752,90,216,64,231.52,2389.33,410.67,2800,8.57,12.06,1.07,3.64,71.11,2630.48,85.33,0.93
27-10-2025,Kusmunda,Evening,600,576,24,384,4608,106.8,4778.38,2500,2682109,10512436,7830327,96,216,64,191.14,1638.7,561.3,2200,8.3,12.44,1.04,2.32,66.67,2278.38,74.49,0.96
28-10-2025,Dipka,Night,600,564,36,432,4512,170.4,4730.72,2000,1943938,13246016,11302078,94,168,72,236.54,2389.08,410.92,2800,8.39,10.95,1.05,3.78,76.6,2730.72,85.32,0.95
31-10-2025,Dipka,Night,600,564,36,432,4512,67.2,4938.13,2000,2031302,13826764,11795462,94,168,72,246.91,2388.65,411.35,2800,8.76,11.43,1.09,1.49,76.6,2938.13,85.31,0.91
17-07-2025,Korba,Evening,600,564,36,384,4512,20.4,4975.83,1333,1797690.5,9454077,7656386.5,94,216,64,373.28,1538.72,361.28,1900,8.82,12.96,1.1,0.45,68.09,3642.83,80.99,0.91
19-07-2025,Korba,Night,600,504,96,360,4032,81.6,5521.16,1333,1988756,10490204,8501448,84,240,60,414.19,1539.79,360.21,1900,10.95,15.34,1.37,2.02,71.43,4188.16,81.04,0.73
20-07-2025,Korba,Morning,600,528,72,384,4224,244.8,5430.12,1333,1964592,10317228,8352636,88,216,64,407.36,1538.2,361.8,1900,10.28,14.14,1.29,5.8,72.73,4097.12,80.96,0.78
21-07-2025,Dipka,Evening,600,552,48,396,4416,260.4,5819.15,2000,2379010,16293620,13914610,92,204,66,290.96,2391.18,408.82,2800,10.54,14.69,1.32,5.9,71.74,3819.15,85.4,0.76
02-11-2025,Korba,Evening,600,564,36,384,4512,212.4,4608.9,1333,1674815,8756910,7082095,94,216,64,345.75,1536.61,363.39,1900,8.17,12,1.02,4.71,68.09,3275.9,80.87,0.98
04-11-2025,Dipka,Morning,600,540,60,396,4320,279.6,5684.52,2000,2333908,15916656,13582748,90,204,66,284.23,2389.43,410.57,2800,10.53,14.35,1.32,6.47,73.33,3684.52,85.34,0.76
07-11-2025,Kusmunda,Morning,600,588,12,408,4704,39.6,5570.08,2500,3116794,12254176,9137382,98,192,68,222.8,1640.44,559.56,2200,9.47,13.65,1.18,0.84,69.39,3070.08,74.57,0.84
08-11-2025,Korba,Evening,600,504,96,312,4032,109.2,5524.8,1333,1991430,10497120,8505690,84,288,52,414.46,1539.55,360.45,1900,10.96,17.71,1.37,2.71,61.9,4191.8,81.03,0.73
09-11-2025,Dipka,Morning,600,540,60,372,4320,157.2,5092.07,2000,2095428,14257796,12162368,90,228,62,254.6,2388.49,411.51,2800,9.43,13.69,1.18,3.64,68.89,3092.07,85.3,0.85
09-11-2025,Korba,Evening,600,576,24,432,4608,128.4,4668.63,1333,1688020.5,8870397,7182376.5,96,168,72,350.23,1538.43,361.57,1900,8.11,10.81,1.01,2.79,75,3335.63,80.97,0.99
23-04-2025,Kusmunda,Evening,600,540,60,324,4320,103.2,5004.17,2500,2803743.5,11009174,8205430.5,90,276,54,200.17,1639.72,560.28,2200,9.27,15.44,1.16,2.39,60,2504.17,74.53,0.86
26-04-2025,Korba,Evening,600,540,60,432,4320,73.2,5350.19,1333,1926566.5,10165361,8238794.5,90,168,72,401.36,1539.91,360.09,1900,9.91,12.38,1.24,1.69,80,4017.19,81.05,0.81
26-04-2025,Korba,Night,600,564,36,348,4512,129.6,4693.25,1333,1702837.5,8917175,7214337.5,94,252,58,352.08,1537.17,362.83,1900,8.32,13.49,1.04,2.87,61.7,3360.25,80.9,0.96
27-04-2025,Dipka,Morning,600,528,72,384,4224,193.2,5533.12,2000,2269798,15492736,13222938,88,216,64,276.66,2389.78,410.22,2800,10.48,14.41,1.31,4.57,72.73,3533.12,85.35,0.76
27-04-2025,Korba,Night,600,528,72,372,4224,88.8,5804.87,1333,2086354.5,11029253,8942898.5,88,228,62,435.47,1540.59,359.41,1900,10.99,15.6,1.37,2.1,70.45,4471.87,81.08,0.73
28-04-2025,Dipka,Morning,600,552,48,348,4416,106.8,5203.1,2000,2136740,14568680,12431940,92,252,58,260.16,2389.33,410.67,2800,9.43,14.95,1.18,2.42,63.04,3203.1,85.33,0.85
05-05-2025,Korba,Evening,600,564,36,408,4512,172.8,3923.2,1333,1426920,7454080,6027160,94,192,68,294.31,1536.29,363.71,1900,6.96,9.62,0.87,3.83,72.34,2590.2,80.86,1.15
06-05-2025,Dipka,Evening,600,564,36,408,4512,80.4,5497.5,2000,2258450,15393000,13134550,94,192,68,274.88,2389.19,410.81,2800,9.75,13.47,1.22,1.78,72.34,3497.5,85.33,0.82
08-05-2025,Dipka,Evening,600,552,48,360,4416,217.2,5581.92,2000,2290518,15629376,13338858,92,240,60,279.1,2389.65,410.35,2800,10.11,15.51,1.26,4.92,65.22,3581.92,85.34,0.79
09-05-2025,Kusmunda,Night,600,588,12,396,4704,196.8,5314.69,2500,2974629.5,11692318,8717688.5,98,204,66,212.59,1640.3,559.7,2200,9.04,13.42,1.13,4.18,67.35,2814.69,74.56,0.89
22-08-2025,Korba,Night,600,552,48,384,4416,141.6,4833.8,1333,1751730,9184220,7432490,92,216,64,362.63,1537.61,362.39,1900,8.76,12.59,1.09,3.21,69.57,3500.8,80.93,0.91
23-08-2025,Korba,Morning,600,540,60,372,4320,291.6,5055.09,1333,1828181.5,9604671,7776489.5,90,228,62,379.23,1538.35,361.65,1900,9.36,13.59,1.17,6.75,68.89,3722.09,80.97,0.85
23-08-2025,Korba,Evening,600,516,84,372,4128,102,4445.42,1333,1612147,8446298,6834151,86,228,62,333.49,1537.35,362.65,1900,8.62,11.95,1.08,2.47,72.09,3112.42,80.91,0.93
31-08-2025,Dipka,Morning,600,528,72,324,4224,69.6,4770.44,2000,1966776,13357232,11390456,88,276,54,238.52,2387.72,412.28,2800,9.03,14.72,1.13,1.65,61.36,2770.44,85.28,0.89
13-12-2025,Dipka,Evening,600,576,24,408,4608,177.6,4324.76,2000,1783604,12109328,10325724,96,192,68,216.24,2387.58,412.42,2800,7.51,10.6,0.94,3.85,70.83,2324.76,85.27,1.07
16-12-2025,Dipka,Morning,600,528,72,360,4224,151.2,5154.13,2000,2116502,14431564,12315062,88,240,60,257.71,2389.36,410.64,2800,9.76,14.32,1.22,3.58,68.18,3154.13,85.33,0.82
16-12-2025,Dipka,Evening,600,552,48,396,4416,208.8,5365.65,2000,2202610,15023820,12821210,92,204,66,268.28,2389.5,410.5,2800,9.72,13.55,1.22,4.73,71.74,3365.65,85.34,0.82
18-12-2025,Kusmunda,Morning,600,576,24,336,4608,116.4,5891.75,2500,3299062.5,12961850,9662787.5,96,264,56,235.67,1640.05,559.95,2200,10.23,17.53,1.28,2.53,58.33,3391.75,74.55,0.78
06-04-2025,Kusmunda,Night,600,528,72,396,4224,312,4642.62,2500,2608741,10213764,7605023,88,204,66,185.7,1638.09,561.91,2200,8.79,11.72,1.1,7.39,75,2142.62,74.46,0.91
07-04-2025,Dipka,Morning,600,528,72,348,4224,63.6,5689.41,2000,2338114,15930348,13592234,88,252,58,284.47,2389.04,410.96,2800,10.78,16.35,1.35,1.51,65.91,3689.41,85.32,0.74
10-04-2025,Dipka,Morning,600,564,36,432,4512,237.6,5582.95,2000,2288780,15632260,13343480,94,168,72,279.15,2390.04,409.96,2800,9.9,12.92,1.24,5.27,76.6,3582.95,85.36,0.81
25-07-2025,Kusmunda,Morning,600,576,24,384,4608,283.2,4202.75,2500,2367862.5,9246050,6878187.5,96,216,64,168.11,1636.59,563.41,2200,7.3,10.94,0.91,6.15,66.67,1702.75,74.39,1.1
26-07-2025,Dipka,Morning,600,516,84,348,4128,138,5327.24,2000,2188096,14916272,12728176,86,252,58,266.36,2389.26,410.74,2800,10.32,15.31,1.29,3.34,67.44,3327.24,85.33,0.77
26-07-2025,Kusmunda,Evening,600,588,12,372,4704,132,5569.02,2500,3120261,12251844,9131583,98,228,62,222.76,1639.71,560.29,2200,9.47,14.97,1.18,2.81,63.27,3069.02,74.53,0.84
30-07-2025,Korba,Evening,600,528,72,360,4224,134.4,4393.34,1333,1596919,8347346,6750427,88,240,60,329.58,1536.51,363.49,1900,8.32,12.2,1.04,3.18,68.18,3060.34,80.87,0.96
02-08-2025,Dipka,Night,600,552,48,396,4416,33.6,4372.36,2000,1804444,12242608,10438164,92,204,66,218.62,2387.31,412.69,2800,7.92,11.04,0.99,0.76,71.74,2372.36,85.26,1.01
14-11-2025,Dipka,Morning,600,468,132,360,3744,67.2,6150.45,2000,2522630,17221260,14698630,78,240,60,307.52,2389.85,410.15,2800,13.14,17.08,1.64,1.79,76.92,4150.45,85.35,0.61
15-11-2025,Kusmunda,Night,600,576,24,396,4608,70.8,5323.62,2500,2984891,11711964,8727073,96,204,66,212.94,1639.31,560.69,2200,9.24,13.44,1.16,1.54,68.75,2823.62,74.51,0.87
17-11-2025,Kusmunda,Night,600,528,72,348,4224,248.4,5124.07,2500,2874588.5,11272954,8398365.5,88,252,58,204.96,1639,561,2200,9.7,14.72,1.21,5.88,65.91,2624.07,74.5,0.82
18-11-2025,Dipka,Morning,600,540,60,408,4320,126,5053.12,2000,2078248,14148736,12070488,90,192,68,252.66,2388.72,411.28,2800,9.36,12.39,1.17,2.92,75.56,3053.12,85.31,0.85
18-11-2025,Dipka,Evening,600,528,72,384,4224,139.2,5314.89,2000,2185606,14881692,12696086,88,216,64,265.74,2388.78,411.22,2800,10.07,13.84,1.26,3.3,72.73,3314.89,85.31,0.79
18-11-2025,Dipka,Night,600,552,48,408,4416,163.2,5510.3,2000,2261420,15428840,13167420,92,192,68,275.52,2389.6,410.4,2800,9.98,13.51,1.25,3.7,73.91,3510.3,85.34,0.8
19-11-2025,Kusmunda,Morning,600,552,48,372,4416,136.8,6135.79,2500,3428684.5,13498738,10070053.5,92,228,62,245.43,1641.2,558.8,2200,11.12,16.49,1.39,3.1,67.39,3635.79,74.6,0.72
20-11-2025,Kusmunda,Night,600,540,60,360,4320,240,5498.35,2500,3083642.5,12096370,9012727.5,90,240,60,219.93,1639.17,560.83,2200,10.18,15.27,1.27,5.56,66.67,2998.35,74.51,0.79
20-11-2025,Korba,Night,600,576,24,432,4608,148.8,4051.07,1333,1474974.5,7697033,6222058.5,96,168,72,303.91,1535.9,364.1,1900,7.03,9.38,0.88,3.23,75,2718.07,80.84,1.14
05-03-2025,Korba,Morning,600,552,48,420,4416,156,4928.49,1333,1776421.5,9364131,7587709.5,92,180,70,369.73,1539.56,360.44,1900,8.93,11.73,1.12,3.53,76.09,3595.49,81.03,0.9
06-03-2025,Dipka,Night,600,528,72,360,4224,62.4,5091.21,2000,2096384,14255388,12159004,88,240,60,254.56,2388.23,411.77,2800,9.64,14.14,1.21,1.48,68.18,3091.21,85.29,0.83
06-03-2025,Kusmunda,Evening,600,540,60,324,4320,289.2,5445.27,2500,3047198.5,11979594,8932395.5,90,276,54,217.81,1640.4,559.6,2200,10.08,16.81,1.26,6.69,60,2945.27,74.56,0.79
07-03-2025,Kusmunda,Morning,600,552,48,312,4416,187.2,6373.63,2500,3565796.5,14021986,10456189.5,92,288,52,254.95,1640.54,559.46,2200,11.55,20.43,1.44,4.24,56.52,3873.63,74.57,0.69
08-03-2025,Dipka,Night,600,564,36,420,4512,194.4,5383.85,2000,2210440,15074780,12864340,94,180,70,269.19,2389.43,410.57,2800,9.55,12.82,1.19,4.31,74.47,3383.85,85.34,0.84
09-03-2025,Korba,Night,600,564,36,480,4512,76.8,4959.69,1333,1792241.5,9423411,7631169.5,94,120,80,372.07,1538.64,361.36,1900,8.79,10.33,1.1,1.7,85.11,3626.69,80.98,0.91
10-03-2025,Kusmunda,Evening,600,540,60,372,4320,102,4180.84,2500,2348762,9197848,6849086,90,228,62,167.23,1638.21,561.79,2200,7.74,11.24,0.97,2.36,68.89,1680.84,74.46,1.03
10-03-2025,Korba,Evening,600,528,72,336,4224,78,6092.73,1333,2189005.5,11576187,9387181.5,88,264,56,457.07,1540.72,359.28,1900,11.54,18.13,1.44,1.85,63.64,4759.73,81.09,0.69
11-03-2025,Korba,Morning,600,564,36,372,4512,210,3709.79,1333,1348376.5,7048601,5700224.5,94,228,62,278.3,1536.54,363.46,1900,6.58,9.97,0.82,4.65,65.96,2376.79,80.87,1.22
13-03-2025,Dipka,Night,600,528,72,372,4224,291.6,5473.17,2000,2248718,15324876,13076158,88,228,62,273.66,2389.14,410.86,2800,10.37,14.71,1.3,6.9,70.45,3473.17,85.33,0.77
13-03-2025,Kusmunda,Morning,600,564,36,408,4512,118.8,6133.34,2500,3424337,13493348,10069011,94,192,68,245.33,1641.68,558.32,2200,10.87,15.03,1.36,2.63,72.34,3633.34,74.62,0.74
13-03-2025,Kusmunda,Evening,600,540,60,312,4320,181.2,5377.14,2500,3017527,11829708,8812181,90,288,52,215.09,1638.82,561.18,2200,9.96,17.23,1.24,4.19,57.78,2877.14,74.49,0.8
13-03-2025,Korba,Evening,600,540,60,396,4320,136.8,4975.4,1333,1795390,9453260,7657870,90,204,66,373.25,1539.15,360.85,1900,9.21,12.56,1.15,3.17,73.33,3642.4,81.01,0.87
28-06-2025,Dipka,Morning,600,528,72,384,4224,75.6,5203.25,2000,2131800,14569100,12437300,88,216,64,260.16,2390.29,409.71,2800,9.85,13.55,1.23,1.79,72.73,3203.25,85.37,0.81
29-06-2025,Kusmunda,Night,600,516,84,348,4128,196.8,5239.96,2500,2935878,11527912,8592034,86,252,58,209.6,1639.71,560.29,2200,10.15,15.06,1.27,4.77,67.44,2739.96,74.53,0.79
30-06-2025,Korba,Evening,600,516,84,324,4128,84,5068.59,1333,1826956.5,9630321,7803364.5,86,276,54,380.24,1539.55,360.45,1900,9.82,15.64,1.23,2.03,62.79,3735.59,81.03,0.81
01-07-2025,Kusmunda,Morning,600,552,48,384,4416,300,5075.39,2500,2844614.5,11165858,8321243.5,92,216,64,203.02,1639.53,560.47,2200,9.19,13.22,1.15,6.79,69.57,2575.39,74.52,0.87
01-07-2025,Kusmunda,Night,600,528,72,324,4224,229.2,6108.32,2500,3416026,13438304,10022278,88,276,54,244.33,1640.76,559.24,2200,11.57,18.85,1.45,5.43,61.36,3608.32,74.58,0.69
01-07-2025,Korba,Evening,600,564,36,456,4512,120,4511.43,1333,1629400.5,8571717,6942316.5,94,144,76,338.44,1538.83,361.17,1900,8,9.89,1,2.66,80.85,3178.43,80.99,1
03-07-2025,Dipka,Night,600,540,60,348,4320,243.6,5712.38,2000,2343002,15994664,13651662,90,252,58,285.62,2389.84,410.16,2800,10.58,16.41,1.32,5.64,64.44,3712.38,85.35,0.76
03-07-2025,Korba,Morning,600,576,24,360,4608,87.6,5093.17,1333,1842259.5,9677023,7834763.5,96,240,60,382.08,1538.29,361.71,1900,8.84,14.15,1.11,1.9,62.5,3760.17,80.96,0.9
04-07-2025,Kusmunda,Night,600,540,60,360,4320,98.4,5033.22,2500,2825271,11073084,8247813,90,240,60,201.33,1638.68,561.32,2200,9.32,13.98,1.17,2.28,66.67,2533.22,74.49,0.86
29-04-2025,Dipka,Evening,600,516,84,324,4128,60,4953.37,2000,2033648,13869436,11835788,86,276,54,247.67,2389.44,410.56,2800,9.6,15.29,1.2,1.45,62.79,2953.37,85.34,0.83
10-08-2025,Kusmunda,Night,600,564,36,384,4512,216,4985.32,2500,2797426,10967704,8170278,94,216,64,199.41,1638.87,561.13,2200,8.84,12.98,1.1,4.79,68.09,2485.32,74.49,0.91
10-08-2025,Korba,Morning,600,552,48,384,4416,40.8,4802.6,1333,1737910,9124940,7387030,92,216,64,360.29,1538.13,361.87,1900,8.7,12.51,1.09,0.92,69.57,3469.6,80.95,0.92
11-08-2025,Korba,Morning,600,540,60,324,4320,54,5915.96,1333,2130036,11240324,9110288,90,276,54,443.81,1539.95,360.05,1900,10.96,18.26,1.37,1.25,60,4582.96,81.05,0.73
12-08-2025,Kusmunda,Night,600,552,48,360,4416,264,6275.38,2500,3505559,13805836,10300277,92,240,60,251.02,1641.38,558.62,2200,11.37,17.43,1.42,5.98,65.22,3775.38,74.61,0.7
12-08-2025,Korba,Evening,600,540,60,360,4320,116.4,5023.54,1333,1814589,9544726,7730137,90,240,60,376.86,1538.78,361.22,1900,9.3,13.95,1.16,2.69,66.67,3690.54,80.99,0.86
13-08-2025,Korba,Night,600,540,60,408,4320,235.2,4322.41,1333,1568143.5,8212579,6644435.5,90,192,68,324.26,1537.21,362.79,1900,8,10.59,1,5.44,75.56,2989.41,80.91,1
15-08-2025,Korba,Night,600,576,24,492,4608,253.2,3997.44,1333,1449604,7595136,6145532,96,108,82,299.88,1537.37,362.63,1900,6.94,8.12,0.87,5.49,85.42,2664.44,80.91,1.15
16-08-2025,Kusmunda,Evening,600,552,48,372,4416,33.6,5533.38,2500,3095759,12173436,9077677,92,228,62,221.34,1640.53,559.47,2200,10.02,14.87,1.25,0.76,67.39,3033.38,74.57,0.8
17-08-2025,Korba,Morning,600,552,48,384,4416,343.2,4677.54,1333,1693389,8887326,7193937,92,216,64,350.9,1537.97,362.03,1900,8.47,12.18,1.06,7.77,69.57,3344.54,80.95,0.94
21-11-2025,Korba,Night,600,552,48,360,4416,86.4,3795.82,1333,1378387,7212058,5833671,92,240,60,284.76,1536.87,363.13,1900,6.88,10.54,0.86,1.96,65.22,2462.82,80.89,1.16
23-11-2025,Kusmunda,Morning,600,576,24,432,4608,93.6,6232.73,2500,3485851.5,13712006,10226154.5,96,168,72,249.31,1640.72,559.28,2200,10.82,14.43,1.35,2.03,75,3732.73,74.58,0.74
23-11-2025,Kusmunda,Evening,600,564,36,384,4512,225.6,5269.26,2500,2957443,11592372,8634929,94,216,64,210.77,1638.74,561.26,2200,9.34,13.72,1.17,5,68.09,2769.26,74.49,0.86
25-11-2025,Dipka,Evening,600,552,48,432,4416,235.2,5778.7,2000,2371880,16180360,13808480,92,168,72,288.94,2389.55,410.45,2800,10.47,13.38,1.31,5.33,78.26,3778.7,85.34,0.76
