date,area,shift,coal_production_tonnes,target_production,critical_roles_present,total_wage_cost,Total_Cost_INR,Revenue_INR,Net_Profit_INR
03-10-2025,Dipka,Morning,5457.69,2000,34,54000,2237076,15281532,13044456
03-10-2025,Dipka,Evening,5115.11,2000,30,58400,2104444,14322308,12217864
03-10-2025,Dipka,Night,5033.64,2000,31,55400,2068856,14094192,12025336
03-10-2025,Kusmunda,Morning,4854.15,2500,30,59450,2729232.5,10679130,7949897.5
03-10-2025,Kusmunda,Evening,5576.17,2500,34,55500,3122393.5,12267574,9145180.5
03-10-2025,Kusmunda,Night,5488.46,2500,33,54200,3072853,12074612,9001759
03-10-2025,Korba,Morning,5031.3,1333,30,61050,1822005,9559470,7737465
03-10-2025,Korba,Evening,4603.5,1333,29,60950,1672175,8746650,7074475
03-10-2025,Korba,Night,4220.06,1333,25,56050,1533071,8018114,6485043
04-10-2025,Dipka,Morning,5593.24,2000,33,56250,2293546,15661072,13367526
04-10-2025,Dipka,Evening,5880.41,2000,35,59250,2411414,16465148,14053734
04-10-2025,Dipka,Night,5904.61,2000,36,56150,2417994,16532908,14114914
04-10-2025,Kusmunda,Morning,5778.91,2500,34,59450,3237850.5,12713602,9475751.5
04-10-2025,Kusmunda,Evening,4825.68,2500,28,53900,2708024,10616496,7908472
04-10-2025,Kusmunda,Night,5142.17,2500,31,53900,2882093.5,11312774,8430680.5
04-10-2025,Korba,Morning,4703.82,1333,29,57850,1704187,8937258,7233071
04-10-2025,Korba,Evening,5162.81,1333,32,62550,1869533.5,9809339,7939805.5
04-10-2025,Korba,Night,4643.22,1333,28,59550,1684677,8822118,7137441
05-10-2025,Dipka,Morning,5863.27,2000,35,57750,2403058,16417156,14014098
05-10-2025,Dipka,Evening,3522.13,2000,21,49000,1457852,9861964,8404112
05-10-2025,Dipka,Night,5373.52,2000,33,61050,2210458,15045856,12835398
05-10-2025,Kusmunda,Morning,5183.98,2500,32,52400,2903589,11404756,8501167
05-10-2025,Kusmunda,Evening,4589.41,2500,28,48450,2572625.5,10096702,7524076.5
05-10-2025,Kusmunda,Night,5909.92,2500,36,59450,3309906,13001824,9691918
05-10-2025,Korba,Morning,4502.81,1333,27,52300,1628283.5,8555339,6927055.5
05-10-2025,Korba,Evening,4723.27,1333,28,59450,1712594.5,8974213,7261618.5
05-10-2025,Korba,Night,4879.67,1333,29,61600,1769484.5,9271373,7501888.5
06-10-2025,Dipka,Morning,5177.62,2000,32,51750,2122798,14497336,12374538
06-10-2025,Dipka,Evening,5858.63,2000,36,62650,2406102,16404164,13998062
06-10-2025,Dipka,Night,5785.38,2000,34,55400,2369552,16199064,13829512
06-10-2025,Kusmunda,Morning,4872.35,2500,29,53050,2732842.5,10719170,7986327.5
06-10-2025,Kusmunda,Evening,5255.64,2500,32,53250,2943852,11562408,8618556
06-10-2025,Kusmunda,Night,4904.62,2500,29,53600,2751141,10790164,8039023
06-10-2025,Korba,Morning,5714.66,1333,34,60950,2061081,10857854,8796773
06-10-2025,Korba,Evening,4528.22,1333,28,52950,1637827,8603618,6965791
06-10-2025,Korba,Night,4463.44,1333,26,54100,1616304,8480536,6864232
07-10-2025,Dipka,Morning,5426.06,2000,33,58700,2229124,15192968,12963844
07-10-2025,Dipka,Evening,5081.82,2000,32,58600,2091328,14229096,12137768
07-10-2025,Dipka,Night,5367.14,2000,33,57000,2203856,15027992,12824136
07-10-2025,Kusmunda,Morning,4950.37,2500,30,51650,2774353.5,10890814,8116460.5
07-10-2025,Kusmunda,Evening,5814.41,2500,35,56900,3254825.5,12791702,9536876.5
07-10-2025,Kusmunda,Night,6078.14,2500,37,58900,3401877,13371908,9970031
07-10-2025,Korba,Morning,5572.15,1333,34,60400,2010652.5,10587085,8576432.5
07-10-2025,Korba,Evening,4047.44,1333,25,57000,1473604,7690136,6216532
07-10-2025,Korba,Night,4591.31,1333,28,59450,1666408.5,8723489,7057080.5
08-10-2025,Dipka,Morning,5521.45,2000,33,57850,2266430,15460060,13193630
08-10-2025,Dipka,Evening,5865.41,2000,37,58800,2404964,16423148,14018184
08-10-2025,Dipka,Night,4900.7,2000,29,53150,2013430,13721960,11708530
08-10-2025,Kusmunda,Morning,5036.93,2500,30,50700,2821011.5,11081246,8260234.5
08-10-2025,Kusmunda,Evening,5267.55,2500,31,51000,2948152.5,11588610,8640457.5
08-10-2025,Kusmunda,Night,5915.3,2500,36,60850,3314265,13013660,9699395
08-10-2025,Korba,Morning,3901.82,1333,24,53400,1419037,7413458,5994421
08-10-2025,Korba,Evening,4639.66,1333,29,57750,1681631,8815354,7133723
08-10-2025,Korba,Night,4741.8,1333,29,55400,1715030,9009420,7294390
09-10-2025,Dipka,Morning,5375.11,2000,32,60750,2210794,15050308,12839514
09-10-2025,Dipka,Evening,5300.1,2000,32,62550,2182590,14840280,12657690
09-10-2025,Dipka,Night,5242.16,2000,31,60950,2157814,14678048,12520234
09-10-2025,Kusmunda,Morning,5361.67,2500,33,55600,3004518.5,11795674,8791155.5
09-10-2025,Kusmunda,Evening,5212.67,2500,32,50700,2917668.5,11467874,8550205.5
09-10-2025,Kusmunda,Night,5824,2500,34,57750,3260950,12812800,9551850
09-10-2025,Korba,Morning,4447.38,1333,28,56150,1612733,8450022,6837289
09-10-2025,Korba,Evening,5336.64,1333,32,57850,1925674,10139616,8213942
09-10-2025,Korba,Night,3315.41,1333,20,56800,1217193.5,6299279,5082085.5
10-10-2025,Dipka,Morning,5493.48,2000,33,51750,2249142,15381744,13132602
10-10-2025,Dipka,Evening,4766.09,2000,30,57850,1964286,13345052,11380766
10-10-2025,Dipka,Night,5318.95,2000,32,57750,2185330,14893060,12707730
10-10-2025,Kusmunda,Morning,5368.46,2500,32,53900,3006553,11810612,8804059
10-10-2025,Kusmunda,Evening,6131.86,2500,37,56550,3429073,13490092,10061019
10-10-2025,Kusmunda,Night,5437.14,2500,33,54000,3044427,11961708,8917281
10-10-2025,Korba,Morning,5232.89,1333,32,58600,1890111.5,9942491,8052379.5
10-10-2025,Korba,Evening,4984.85,1333,30,60950,1805647.5,9471215,7665567.5
10-10-2025,Korba,Night,4928.82,1333,30,57100,1782187,9364758,7582571
11-10-2025,Dipka,Morning,5458.53,2000,33,59450,2242862,15283884,13041022
11-10-2025,Dipka,Evening,5907.12,2000,35,57850,2420698,16539936,14119238
11-10-2025,Dipka,Night,5704.31,2000,35,53900,2335624,15972068,13636444
11-10-2025,Kusmunda,Morning,4948.56,2500,31,54000,2775708,10886832,8111124
11-10-2025,Kusmunda,Evening,4711.72,2500,30,61800,2653246,10365784,7712538
11-10-2025,Kusmunda,Night,5258.14,2500,31,51850,2943827,11567908,8624081
11-10-2025,Korba,Morning,4762.33,1333,29,56150,1722965.5,9048427,7325461.5
11-10-2025,Korba,Evening,4959.26,1333,30,60200,1795941,9422594,7626653
11-10-2025,Korba,Night,5385.51,1333,32,59450,1944378.5,10232469,8288090.5
12-10-2025,Dipka,Morning,5857.89,2000,35,59450,2402606,16402092,13999486
12-10-2025,Dipka,Evening,5067.06,2000,31,52300,2079124,14187768,12108644
12-10-2025,Dipka,Night,4735,2000,28,58500,1952500,13258000,11305500
12-10-2025,Kusmunda,Morning,5735.19,2500,34,57750,3212104.5,12617418,9405313.5
12-10-2025,Kusmunda,Evening,4977.76,2500,31,50250,2788018,10951072,8163054
12-10-2025,Kusmunda,Night,5491.88,2500,34,60400,3080934,12082136,9001202
12-10-2025,Korba,Morning,4496.4,1333,27,53050,1626790,8543160,6916370
12-10-2025,Korba,Evening,4664.16,1333,27,54650,1687106,8861904,7174798
12-10-2025,Korba,Night,4301.8,1333,26,51350,1556980,8173420,6616440
13-10-2025,Dipka,Morning,5157.72,2000,31,57000,2120088,14441616,12321528
13-10-2025,Dipka,Evening,4602.5,2000,28,59350,1900350,12887000,10986650
13-10-2025,Dipka,Night,5851.32,2000,35,61050,2401578,16383696,13982118
13-10-2025,Kusmunda,Morning,5222.07,2500,32,53900,2926038.5,11488554,8562515.5
13-10-2025,Kusmunda,Evening,5603.71,2500,34,54950,3136990.5,12328162,9191171.5
13-10-2025,Kusmunda,Night,5297.85,2500,32,60200,2974017.5,11655270,8681252.5
13-10-2025,Korba,Morning,5485.36,1333,33,55600,1975476,10422184,8446708
13-10-2025,Korba,Evening,3972.31,1333,25,58700,1449008.5,7547389,6098380.5
13-10-2025,Korba,Night,4641.27,1333,29,54550,1678994.5,8818413,7139418.5
14-10-2025,Dipka,Morning,5266.53,2000,32,56350,2162962,14746284,12583322
14-10-2025,Dipka,Evening,6037.68,2000,37,56350,2471422,16905504,14434082
14-10-2025,Dipka,Night,4287.65,2000,26,56900,1771960,12005420,10233460
14-10-2025,Kusmunda,Morning,4647.64,2500,28,52200,2608402,10224808,7616406
14-10-2025,Kusmunda,Evening,6641.91,2500,40,56650,3709700.5,14612202,10902501.5
14-10-2025,Kusmunda,Night,5037.15,2500,31,57750,2828182.5,11081730,8253547.5
14-10-2025,Korba,Morning,5317.9,1333,33,60850,1922115,10104010,8181895
14-10-2025,Korba,Evening,4560.08,1333,27,48450,1644478,8664152,7019674
14-10-2025,Korba,Night,4218.03,1333,26,54450,1530760.5,8014257,6483496.5
15-10-2025,Dipka,Morning,4887.02,2000,29,57950,2012758,13683656,11670898
15-10-2025,Dipka,Evening,5081.95,2000,31,57950,2090730,14229460,12138730
15-10-2025,Dipka,Night,4680.68,2000,29,61800,1934072,13105904,11171832
15-10-2025,Kusmunda,Morning,5416.71,2500,33,56250,3035440.5,11916762,8881321.5
15-10-2025,Kusmunda,Evening,6076.9,2500,37,61250,3403545,13369180,9965635
15-10-2025,Kusmunda,Night,4571.86,2500,27,53900,2568423,10058092,7489669
15-10-2025,Korba,Morning,4708.07,1333,28,56350,1704174.5,8945333,7241158.5
15-10-2025,Korba,Evening,5108.24,1333,30,55500,1843384,9705656,7862272
15-10-2025,Korba,Night,5055.1,1333,31,53050,1822335,9604690,7782355
16-10-2025,Dipka,Morning,5034.05,2000,31,58500,2072120,14095340,12023220
16-10-2025,Dipka,Evening,6039.85,2000,36,63300,2479240,16911580,14432340
16-10-2025,Dipka,Night,5340.83,2000,33,55400,2191732,14954324,12762592
16-10-2025,Kusmunda,Morning,5378.68,2500,32,53900,3012174,11833096,8820922
16-10-2025,Kusmunda,Evening,4669.5,2500,29,49300,2617525,10272900,7655375
16-10-2025,Kusmunda,Night,5733.94,2500,35,57100,3210767,12614668,9403901
16-10-2025,Korba,Morning,4450.01,1333,26,57750,1615253.5,8455019,6839765.5
16-10-2025,Korba,Evening,4648.66,1333,28,57200,1684231,8832454,7148223
16-10-2025,Korba,Night,4329.9,1333,27,54450,1569915,8226810,6656895
17-10-2025,Dipka,Morning,4990.31,2000,30,57950,2054074,13972868,11918794
17-10-2025,Dipka,Evening,5144.7,2000,31,54850,2112730,14405160,12292430
17-10-2025,Dipka,Night,6462.76,2000,39,64150,2649254,18095728,15446474
17-10-2025,Kusmunda,Morning,6117.97,2500,37,55800,3420683.5,13459534,10038850.5
17-10-2025,Kusmunda,Evening,5452.76,2500,33,53250,3052268,11996072,8943804
17-10-2025,Kusmunda,Night,5157.16,2500,31,53900,2890338,11345752,8455414
17-10-2025,Korba,Morning,4356.52,1333,27,49850,1574632,8277388,6702756
17-10-2025,Korba,Evening,4640.34,1333,28,56250,1680369,8816646,7136277
17-10-2025,Korba,Night,4625.89,1333,28,54100,1673161.5,8789191,7116029.5
18-10-2025,Dipka,Morning,4954.74,2000,31,51250,2033146,13873272,11840126
18-10-2025,Dipka,Evening,4757.86,2000,29,54650,1957794,13322008,11364214
18-10-2025,Dipka,Night,5719.2,2000,34,56150,2343830,16013760,13669930
18-10-2025,Kusmunda,Morning,4943.28,2500,30,50600,2769404,10875216,8105812
18-10-2025,Kusmunda,Evening,5438.78,2500,33,60100,3051429,11965316,8913887
18-10-2025,Kusmunda,Night,5286.46,2500,32,54000,2961553,11630212,8668659
18-10-2025,Korba,Morning,5021.6,1333,31,60200,1817760,9541040,7723280
18-10-2025,Korba,Evening,4645.14,1333,28,52300,1678099,8825766,7147667
18-10-2025,Korba,Night,5290.47,1333,32,56350,1908014.5,10051893,8143878.5
19-10-2025,Dipka,Morning,5813.53,2000,35,64150,2389562,16277884,13888322
19-10-2025,Dipka,Evening,5995.66,2000,36,65650,2463914,16787848,14323934
19-10-2025,Dipka,Night,4977.67,2000,30,58600,2049668,13937476,11887808
19-10-2025,Kusmunda,Morning,5378.99,2500,32,58700,3017144.5,11833778,8816633.5
19-10-2025,Kusmunda,Evening,4713.94,2500,28,57000,2649667,10370668,7721001
19-10-2025,Kusmunda,Night,4761.93,2500,28,54200,2673261.5,10476246,7802984.5
19-10-2025,Korba,Morning,4716.45,1333,29,59350,1710107.5,8961255,7251147.5
19-10-2025,Korba,Evening,4845.39,1333,29,58050,1753936.5,9206241,7452304.5
19-10-2025,Korba,Night,5076.61,1333,31,56350,1833163.5,9645559,7812395.5
20-10-2025,Dipka,Morning,5126.32,2000,32,50050,2100578,14353696,12253118
20-10-2025,Dipka,Evening,6199.99,2000,37,62550,2542546,17359972,14817426
20-10-2025,Dipka,Night,5575.47,2000,34,56900,2287088,15611316,13324228
20-10-2025,Kusmunda,Morning,4981.76,2500,30,59450,2799418,10959872,8160454
20-10-2025,Kusmunda,Evening,5251.23,2500,31,54650,2942826.5,11552706,8609879.5
20-10-2025,Kusmunda,Night,5836.98,2500,35,58700,3269039,12841356,9572317
20-10-2025,Korba,Morning,3957.62,1333,24,59250,1444417,7519478,6075061
20-10-2025,Korba,Evening,4345.77,1333,26,52950,1573969.5,8256963,6682993.5
20-10-2025,Korba,Night,4855.26,1333,30,56150,1755491,9224994,7469503
21-10-2025,Dipka,Morning,5863.82,2000,36,60300,2405828,16418696,14012868
21-10-2025,Dipka,Evening,6048.78,2000,36,56450,2475962,16936584,14460622
21-10-2025,Dipka,Night,5864.69,2000,36,64050,2409926,16421132,14011206
21-10-2025,Kusmunda,Morning,5578.49,2500,35,52500,3120669.5,12272678,9152008.5
21-10-2025,Kusmunda,Evening,5423.52,2500,34,55700,3038636,11931744,8893108
21-10-2025,Kusmunda,Night,5110.56,2500,30,51650,2862458,11243232,8380774
21-10-2025,Korba,Morning,4335.08,1333,27,52300,1569578,8236652,6667074
21-10-2025,Korba,Evening,4800.8,1333,30,55700,1735980,9121520,7385540
21-10-2025,Korba,Night,4999.02,1333,31,59350,1809007,9498138,7689131
22-10-2025,Dipka,Morning,4940.28,2000,30,48350,2024462,13832784,11808322
22-10-2025,Dipka,Evening,4541.06,2000,28,52400,1868824,12714968,10846144
22-10-2025,Dipka,Night,5361.79,2000,32,55500,2200216,15013012,12812796
22-10-2025,Kusmunda,Morning,5254.58,2500,32,51550,2941569,11560076,8618507
22-10-2025,Kusmunda,Evening,5860.05,2500,35,58050,3281077.5,12892110,9611032.5
22-10-2025,Kusmunda,Night,4611.38,2500,28,52300,2588559,10145036,7556477
22-10-2025,Korba,Morning,3992.11,1333,25,55300,1452538.5,7585009,6132470.5
22-10-2025,Korba,Evening,4908.27,1333,29,54850,1772744.5,9325713,7552968.5
22-10-2025,Korba,Night,5309.63,1333,32,56550,1914920.5,10088297,8173376.5
23-10-2025,Dipka,Morning,5260.46,2000,32,54100,2158284,14729288,12571004
23-10-2025,Dipka,Evening,5081.44,2000,31,51650,2084226,14228032,12143806
23-10-2025,Dipka,Night,5509.09,2000,33,50900,2254536,15425452,13170916
23-10-2025,Kusmunda,Morning,6410.85,2500,39,62000,3587967.5,14103870,10515902.5
23-10-2025,Kusmunda,Evening,5776.72,2500,35,55700,3232896,12708784,9475888
23-10-2025,Kusmunda,Night,5441.95,2500,32,55700,3048772.5,11972290,8923517.5
23-10-2025,Korba,Morning,3509.24,1333,21,52200,1280434,6667556,5387122
23-10-2025,Korba,Evening,3895.31,1333,24,61500,1424858.5,7401089,5976230.5
23-10-2025,Korba,Night,5340.94,1333,33,62650,1931979,10147786,8215807
24-10-2025,Dipka,Morning,5742.66,2000,34,57850,2354914,16079448,13724534
24-10-2025,Dipka,Evening,6208.56,2000,39,54850,2538274,17383968,14845694
24-10-2025,Dipka,Night,5949.65,2000,37,59550,2439410,16659020,14219610
24-10-2025,Kusmunda,Morning,5881.22,2500,35,55500,3290171,12938684,9648513
24-10-2025,Kusmunda,Evening,5583.74,2500,34,62550,3133607,12284228,9150621
24-10-2025,Kusmunda,Night,5299.67,2500,33,60850,2975668.5,11659274,8683605.5
24-10-2025,Korba,Morning,4444.86,1333,27,58300,1614001,8445234,6831233
24-10-2025,Korba,Evening,4146.96,1333,26,57750,1509186,7879224,6370038
24-10-2025,Korba,Night,3942.48,1333,24,56250,1436118,7490712,6054594
25-10-2025,Dipka,Morning,5315.03,2000,33,62450,2188462,14882084,12693622
25-10-2025,Dipka,Evening,5145.38,2000,31,63300,2121452,14407064,12285612
25-10-2025,Dipka,Night,5439.53,2000,33,54650,2230462,15230684,13000222
25-10-2025,Kusmunda,Morning,4639.69,2500,28,51450,2603279.5,10207318,7604038.5
25-10-2025,Kusmunda,Evening,6027.13,2500,37,56450,3371371.5,13259686,9888314.5
25-10-2025,Kusmunda,Night,5161.77,2500,31,51650,2890623.5,11355894,8465270.5
25-10-2025,Korba,Morning,5269.95,1333,32,59150,1903632.5,10012905,8109272.5
25-10-2025,Korba,Evening,4427.86,1333,27,60100,1609851,8412934,6803083
25-10-2025,Korba,Night,5079.31,1333,31,61150,1838908.5,9650689,7811780.5
26-10-2025,Dipka,Morning,5295.15,2000,31,56150,2174210,14826420,12652210
26-10-2025,Dipka,Evening,5794.05,2000,35,58700,2376320,16223340,13847020
26-10-2025,Dipka,Night,5000.93,2000,30,57850,2058222,14002604,11944382
26-10-2025,Kusmunda,Morning,5717.64,2500,34,57850,3202552,12578808,9376256
26-10-2025,Kusmunda,Evening,5244.55,2500,32,54000,2938502.5,11538010,8599507.5
26-10-2025,Kusmunda,Night,4063.31,2500,25,53150,2287970.5,8939282,6651311.5
26-10-2025,Korba,Morning,5394.67,1333,33,53900,1942034.5,10249873,8307838.5
26-10-2025,Korba,Evening,4469.23,1333,28,58150,1622380.5,8491537,6869156.5
26-10-2025,Korba,Night,4691.17,1333,28,57850,1699759.5,8913223,7213463.5
27-10-2025,Dipka,Morning,5431.26,2000,33,64800,2237304,15207528,12970224
27-10-2025,Dipka,Evening,5959.15,2000,36,54750,2438410,16685620,14247210
27-10-2025,Dipka,Night,4630.48,2000,28,49400,1901592,12965344,11063752
27-10-2025,Kusmunda,Morning,5938.01,2500,37,55600,3321505.5,13063622,9742116.5
27-10-2025,Kusmunda,Evening,4778.38,2500,29,54000,2682109,10512436,7830327
27-10-2025,Kusmunda,Night,5513.77,2500,33,54850,3087423.5,12130294,9042870.5
27-10-2025,Korba,Morning,5403.97,1333,32,61150,1952539.5,10267543,8315003.5
27-10-2025,Korba,Evening,3994.83,1333,25,53050,1451240.5,7590177,6138936.5
27-10-2025,Korba,Night,4701.77,1333,28,52300,1697919.5,8933363,7235443.5
28-10-2025,Dipka,Morning,5390.36,2000,32,54100,2210244,15093008,12882764
28-10-2025,Dipka,Evening,5827.82,2000,36,60300,2391428,16317896,13926468
28-10-2025,Dipka,Night,4730.72,2000,29,51650,1943938,13246016,11302078
28-10-2025,Kusmunda,Morning,5539.33,2500,34,59250,3105881.5,12186526,9080644.5
28-10-2025,Kusmunda,Evening,5438.26,2500,33,55600,3046643,11964172,8917529
28-10-2025,Kusmunda,Night,5495.91,2500,34,57000,3079750.5,12091002,9011251.5
28-10-2025,Korba,Morning,4743.12,1333,30,52200,1712292,9011928,7299636
28-10-2025,Korba,Evening,5213.12,1333,31,56450,1881042,9904928,8023886
28-10-2025,Korba,Night,4961.35,1333,30,58600,1795072.5,9426565,7631492.5
29-10-2025,Dipka,Morning,5138.19,2000,32,57100,2112376,14386932,12274556
29-10-2025,Dipka,Evening,5721.33,2000,34,54950,2343482,16019724,13676242
29-10-2025,Dipka,Night,5573.17,2000,33,54450,2283718,15604876,13321158
29-10-2025,Kusmunda,Morning,5612.35,2500,33,58050,3144842.5,12347170,9202327.5
29-10-2025,Kusmunda,Evening,5661.87,2500,33,51950,3165978.5,12456114,9290135.5
29-10-2025,Kusmunda,Night,5396.5,2500,33,53150,3021225,11872300,8851075
29-10-2025,Korba,Morning,4859.27,1333,30,60950,1761694.5,9232613,7470918.5
29-10-2025,Korba,Evening,5367.53,1333,33,57300,1935935.5,10198307,8262371.5
29-10-2025,Korba,Night,4895.18,1333,29,54750,1768063,9300842,7532779
30-10-2025,Dipka,Morning,4941.25,2000,29,56250,2032750,13835500,11802750
30-10-2025,Dipka,Evening,4966.49,2000,29,57200,2043796,13906172,11862376
30-10-2025,Dipka,Night,4868.46,2000,30,55300,2002684,13631688,11629004
30-10-2025,Kusmunda,Morning,4807.09,2500,28,60850,2704749.5,10575598,7870848.5
30-10-2025,Kusmunda,Evening,4841.74,2500,29,52500,2715457,10651828,7936371
30-10-2025,Kusmunda,Night,5320.17,2500,32,54850,2980943.5,11704374,8723430.5
30-10-2025,Korba,Morning,5804.43,1333,35,59750,2091300.5,11028417,8937116.5
30-10-2025,Korba,Evening,4489.89,1333,27,54550,1626011.5,8530791,6904779.5
30-10-2025,Korba,Night,4521.12,1333,28,57000,1639392,8590128,6950736
31-10-2025,Dipka,Morning,5274.32,2000,31,57100,2166828,14768096,12601268
31-10-2025,Dipka,Evening,5553.56,2000,34,58500,2279924,15549968,13270044
31-10-2025,Dipka,Night,4938.13,2000,30,56050,2031302,13826764,11795462
31-10-2025,Kusmunda,Morning,5595.37,2500,33,57300,3134753.5,12309814,9175060.5
31-10-2025,Kusmunda,Evening,5786.05,2500,35,56450,3238777.5,12729310,9490532.5
31-10-2025,Kusmunda,Night,5906.01,2500,36,60950,3309255.5,12993222,9683966.5
31-10-2025,Korba,Morning,5179.65,1333,32,61050,1873927.5,9841335,7967407.5
31-10-2025,Korba,Evening,4497.66,1333,27,53150,1627331,8545554,6918223
31-10-2025,Korba,Night,5090.26,1333,31,63300,1844891,9671494,7826603
01-11-2025,Dipka,Morning,5539.95,2000,33,62550,2278530,15511860,13233330
01-11-2025,Dipka,Evening,5030.53,2000,31,58400,2070612,14085484,12014872
01-11-2025,Dipka,Night,5637.74,2000,34,57100,2312196,15785672,13473476
01-11-2025,Kusmunda,Morning,4703.54,2500,28,53900,2640847,10347788,7706941
01-11-2025,Kusmunda,Evening,6040.54,2500,37,62550,3384847,13289188,9904341
01-11-2025,Kusmunda,Night,5383.1,2500,32,56250,3016955,11842820,8825865
01-11-2025,Korba,Morning,5444.22,1333,33,58700,1964177,10344018,8379841
01-11-2025,Korba,Evening,5302.62,1333,33,58600,1914517,10074978,8160461
01-11-2025,Korba,Night,4695.03,1333,28,54550,1697810.5,8920557,7222746.5
02-11-2025,Dipka,Morning,5557.33,2000,34,58700,2281632,15560524,13278892
02-11-2025,Dipka,Evening,5530.36,2000,34,57000,2269144,15485008,13215864
02-11-2025,Dipka,Night,5942.71,2000,37,56350,2433434,16639588,14206154
02-11-2025,Kusmunda,Morning,5832.85,2500,36,58500,3266567.5,12832270,9565702.5
02-11-2025,Kusmunda,Evening,4890.34,2500,29,52400,2742087,10758748,8016661
02-11-2025,Kusmunda,Night,6496.82,2500,38,57300,3630551,14293004,10662453
02-11-2025,Korba,Morning,5527.66,1333,33,62650,1997331,10502554,8505223
02-11-2025,Korba,Evening,4608.9,1333,28,61700,1674815,8756910,7082095
02-11-2025,Korba,Night,4694.19,1333,29,54850,1697816.5,8918961,7221144.5
03-11-2025,Dipka,Morning,6096.12,2000,37,62550,2500998,17069136,14568138
03-11-2025,Dipka,Evening,5921.37,2000,36,60300,2428848,16579836,14150988
03-11-2025,Dipka,Night,4750.25,2000,29,56900,1957000,13300700,11343700
03-11-2025,Kusmunda,Morning,5501.37,2500,33,58600,3084353.5,12103014,9018660.5
03-11-2025,Kusmunda,Evening,5866.77,2500,35,55600,3282323.5,12906894,9624570.5
03-11-2025,Kusmunda,Night,5355.57,2500,33,54650,3000213.5,11782254,8782040.5
03-11-2025,Korba,Morning,4513.49,1333,28,55500,1635221.5,8575631,6940409.5
03-11-2025,Korba,Evening,5657.68,1333,34,63300,2043488,10749592,8706104
03-11-2025,Korba,Night,5124.88,1333,32,57100,1850808,9737272,7886464
04-11-2025,Dipka,Morning,5684.52,2000,35,60100,2333908,15916656,13582748
04-11-2025,Dipka,Evening,5268.94,2000,31,65550,2173126,14753032,12579906
04-11-2025,Dipka,Night,5418.2,2000,33,63300,2230580,15170960,12940380
04-11-2025,Kusmunda,Morning,4422.39,2500,27,51350,2483664.5,9729258,7245593.5
04-11-2025,Kusmunda,Evening,5423.72,2500,33,54100,3037146,11932184,8895038
04-11-2025,Kusmunda,Night,4837.52,2500,29,49200,2709836,10642544,7932708
04-11-2025,Korba,Morning,4709.38,1333,28,57100,1705383,8947822,7242439
04-11-2025,Korba,Evening,4630.23,1333,27,58600,1679180.5,8797437,7118256.5
04-11-2025,Korba,Night,4023.79,1333,24,50050,1458376.5,7645201,6186824.5
05-11-2025,Dipka,Morning,4937.25,2000,31,59350,2034250,13824300,11790050
05-11-2025,Dipka,Evening,5635.64,2000,34,58600,2312856,15779792,13466936
05-11-2025,Dipka,Night,5356.66,2000,32,53050,2195714,14998648,12802934
05-11-2025,Kusmunda,Morning,4849.26,2500,30,56250,2723343,10668372,7945029
05-11-2025,Kusmunda,Evening,5437.53,2500,33,54550,3045191.5,11962566,8917374.5
05-11-2025,Kusmunda,Night,5528.28,2500,33,57750,3098304,12162216,9063912
05-11-2025,Korba,Morning,3888.33,1333,24,57300,1418215.5,7387827,5969611.5
05-11-2025,Korba,Evening,4063.8,1333,25,49200,1471530,7721220,6249690
05-11-2025,Korba,Night,5837.19,1333,36,54650,2097666.5,11090661,8992994.5
06-11-2025,Dipka,Morning,5311.44,2000,32,52300,2176876,14872032,12695156
06-11-2025,Dipka,Evening,6346.05,2000,39,60950,2599370,17768940,15169570
06-11-2025,Dipka,Night,5141.75,2000,33,56350,2113050,14396900,12283850
06-11-2025,Kusmunda,Morning,4747.57,2500,29,53350,2664513.5,10444654,7780140.5
06-11-2025,Kusmunda,Evening,5177.34,2500,31,54200,2901737,11390148,8488411
06-11-2025,Kusmunda,Night,4531.59,2500,28,57850,2550224.5,9969498,7419273.5
06-11-2025,Korba,Morning,4906.78,1333,29,59450,1776823,9322882,7546059
06-11-2025,Korba,Evening,3716.74,1333,22,56150,1357009,7061806,5704797
06-11-2025,Korba,Night,4137.25,1333,27,53800,1501837.5,7860775,6358937.5
07-11-2025,Dipka,Morning,5217.49,2000,32,55300,2142296,14608972,12466676
07-11-2025,Dipka,Evening,5524.95,2000,33,62550,2272530,15469860,13197330
07-11-2025,Dipka,Night,5890.94,2000,36,55600,2411976,16494632,14082656
07-11-2025,Kusmunda,Morning,5570.08,2500,33,53250,3116794,12254176,9137382
07-11-2025,Kusmunda,Evening,5163.59,2500,31,58500,2898474.5,11359898,8461423.5
07-11-2025,Kusmunda,Night,4984.32,2500,31,57850,2799226,10965504,8166278
07-11-2025,Korba,Morning,3705.35,1333,23,57100,1353972.5,7040165,5686192.5
07-11-2025,Korba,Evening,4720.99,1333,29,56350,1708696.5,8969881,7261184.5
07-11-2025,Korba,Night,5166.14,1333,31,54550,1862699,9815666,7952967
08-11-2025,Dipka,Morning,5794.42,2000,34,64900,2382668,16224376,13841708
08-11-2025,Dipka,Evening,5513.3,2000,32,55300,2260620,15437240,13176620
08-11-2025,Dipka,Night,5178.81,2000,31,58500,2130024,14500668,12370644
08-11-2025,Kusmunda,Morning,6016.96,2500,37,58050,3367378,13237312,9869934
08-11-2025,Kusmunda,Evening,4964.51,2500,30,55700,2786180.5,10921922,8135741.5
