date,area,shift,total_assigned,total_present,total_absent,critical_present,total_work_hours,total_overtime_hours,coal_production_tonnes,target_production,total_cost_inr,revenue_inr,net_profit_inr
24-08-2025,Dipka,Evening,600,528,72,420,4224,182.4,5265.26,2000,2167054,14742728,12575674
24-08-2025,Korba,Night,600,588,12,444,4704,199.2,5239.73,1333,1892805.5,9955487,8062681.5
27-08-2025,Dipka,Evening,600,552,48,384,4416,141.6,5248.59,2000,2158236,14696052,12537816
29-08-2025,Dipka,Evening,600,528,72,360,4224,188.4,5827.15,2000,2388610,16316020,13927410
22-11-2025,Dipka,Evening,600,552,48,384,4416,57.6,6492.7,2000,2659330,18179560,15520230
24-11-2025,Korba,Night,600,540,60,372,4320,112.8,4908.35,1333,1773222.5,9325865,7552642.5
28-11-2025,Kusmunda,Morning,600,540,60,312,4320,284.4,5557.14,2500,3109477,12225708,9116231
01-12-2025,Dipka,Morning,600,516,84,360,4128,16.8,5524.24,2000,2266896,15467872,13200976
16-03-2025,Dipka,Night,600,540,60,348,4320,86.4,4982.71,2000,2050934,13951588,11900654
16-03-2025,Kusmunda,Evening,600,540,60,324,4320,78,5634.46,2500,3152203,12395812,9243609
17-03-2025,Dipka,Evening,600,528,72,360,4224,57.6,4835.22,2000,1989488,13538616,11549128
20-03-2025,Dipka,Evening,600,564,36,432,4512,252,6227.06,2000,2551874,17435768,14883894
20-03-2025,Kusmunda,Morning,600,576,24,396,4608,74.4,6011.91,2500,3356700.5,13226202,9869501.5
06-07-2025,Dipka,Morning,600,492,108,372,3936,120,5343.83,2000,2194632,14962724,12768092
06-07-2025,Dipka,Evening,600,576,24,372,4608,220.8,5693.81,2000,2333024,15942668,13609644
07-07-2025,Korba,Night,600,552,48,360,4416,292.8,3926.34,1333,1431419,7460046,6028627
08-07-2025,Kusmunda,Morning,600,528,72,324,4224,180,4553.71,2500,2559290.5,10018162,7458871.5
08-07-2025,Kusmunda,Night,600,516,84,300,4128,104.4,4655.18,2500,2617549,10241396,7623847
09-07-2025,Kusmunda,Evening,600,576,24,396,4608,85.2,5244.31,2500,2938370.5,11537482,8599111.5
10-07-2025,Dipka,Evening,600,552,48,408,4416,126,5494.43,2000,2249972,15384404,13134432
01-03-2025,Dipka,Night,600,576,24,396,4608,332.4,5267.57,2000,2166478,14749196,12582718
01-03-2025,Kusmunda,Evening,600,540,60,372,4320,262.8,5716.23,2500,3201776.5,12575706,9373929.5
02-03-2025,Dipka,Morning,600,552,48,276,4416,241.2,5712.39,2000,2341106,15994692,13653586
02-03-2025,Dipka,Evening,600,564,36,420,4512,242.4,5496.2,2000,2255480,15389360,13133880
03-03-2025,Korba,Night,600,552,48,444,4416,127.2,4423.02,1333,1603557,8403738,6800181
04-03-2025,Dipka,Evening,600,576,24,408,4608,174,5079.64,2000,2089606,14222992,12133386
05-03-2025,Korba,Night,600,564,36,360,4512,223.2,4228.97,1333,1534589.5,8035043,6500453.5
06-03-2025,Korba,Night,600,516,84,372,4128,211.2,4776.37,1333,1727329.5,9075103,7347773.5
18-06-2025,Korba,Morning,600,564,36,396,4512,106.8,4857.63,1333,1756420.5,9229497,7473076.5
19-06-2025,Kusmunda,Morning,600,564,36,348,4512,70.8,4853.98,2500,2724539,10678756,7954217
20-06-2025,Dipka,Night,600,576,24,456,4608,79.2,4507.31,2000,1857674,12620468,10762794
20-06-2025,Kusmunda,Evening,600,540,60,372,4320,79.2,5498.63,2500,3074596.5,12096986,9022389.5
23-06-2025,Dipka,Morning,600,552,48,396,4416,194.4,5554.6,2000,2283640,15552880,13269240
23-06-2025,Korba,Night,600,504,96,396,4032,73.2,4653.67,1333,1686834.5,8841973,7155138.5
25-06-2025,Dipka,Morning,600,540,60,396,4320,37.2,5321.8,2000,2188170,14901040,12712870
25-06-2025,Dipka,Evening,600,516,84,348,4128,232.8,5317.24,2000,2184096,14888272,12704176
26-06-2025,Dipka,Evening,600,552,48,420,4416,199.2,4138.25,2000,1713150,11587100,9873950
26-06-2025,Korba,Night,600,564,36,432,4512,200.4,5069.69,1333,1830841.5,9632411,7801569.5
09-10-2025,Dipka,Evening,600,576,24,468,4608,88.8,5300.1,2000,2182590,14840280,12657690
10-10-2025,Kusmunda,Night,600,528,72,348,4224,67.2,5437.14,2500,3044427,11961708,8917281
13-10-2025,Dipka,Night,600,516,84,384,4128,268.8,5851.32,2000,2401578,16383696,13982118
16-10-2025,Kusmunda,Night,600,564,36,336,4512,158.4,5733.94,2500,3210767,12614668,9403901
28-01-2025,Kusmunda,Night,600,564,36,396,4512,261.6,4168.76,2500,2345968,9171272,6825304
29-01-2025,Dipka,Evening,600,564,36,384,4512,45.6,5493.09,2000,2256786,15380652,13123866
29-01-2025,Korba,Night,600,504,96,312,4032,194.4,4614.45,1333,1670657.5,8767455,7096797.5
01-02-2025,Korba,Morning,600,528,72,336,4224,204,5402.69,1333,1946341.5,10265111,8318769.5
02-02-2025,Kusmunda,Morning,600,588,12,360,4704,338.4,5234.4,2500,2931320,11515680,8584360
04-02-2025,Dipka,Night,600,552,48,396,4416,243.6,5577.74,2000,2290346,15617672,13327326
04-02-2025,Kusmunda,Morning,600,552,48,420,4416,188.4,5181.85,2500,2906917.5,11400070,8493152.5
05-02-2025,Kusmunda,Evening,600,528,72,324,4224,87.6,6506.34,2500,3641887,14313948,10672061
20-05-2025,Dipka,Evening,600,516,84,372,4128,182.4,6526.36,2000,2670944,18273808,15602864
21-05-2025,Dipka,Evening,600,540,60,336,4320,213.6,5636.86,2000,2315894,15783208,13467314
22-05-2025,Dipka,Morning,600,540,60,348,4320,238.8,5245.67,2000,2151518,14687876,12536358
22-05-2025,Kusmunda,Morning,600,540,60,396,4320,117.6,5621.65,2500,3146757.5,12367630,9220872.5
24-05-2025,Korba,Evening,600,516,84,384,4128,142.8,4854.97,1333,1754439.5,9224443,7470003.5
28-05-2025,Korba,Night,600,504,96,312,4032,76.8,3848.82,1333,1405787,7312758,5906971
29-05-2025,Dipka,Night,600,528,72,324,4224,247.2,5198.07,2000,2136128,14554596,12418468
12-09-2025,Kusmunda,Night,600,540,60,420,4320,98.4,4654.43,2500,2608936.5,10239746,7630809.5
13-09-2025,Kusmunda,Evening,600,516,84,324,4128,165.6,5663.01,2500,3170055.5,12458622,9288566.5
15-09-2025,Kusmunda,Night,600,516,84,372,4128,82.8,5295.25,2500,2971737.5,11649550,8677812.5
18-09-2025,Dipka,Morning,600,528,72,300,4224,147.6,4752.23,2000,1957992,13306244,11348252
31-12-2025,Korba,Evening,600,540,60,384,4320,210,5344.38,1333,1928283,10154322,8226039
01-01-2025,Korba,Morning,600,540,60,432,4320,127.2,4409.77,1333,1599769.5,8378563,6778793.5
03-01-2025,Kusmunda,Night,600,564,36,372,4512,222,5044.51,2500,2827080.5,11097922,8270841.5
04-01-2025,Korba,Morning,600,576,24,420,4608,80.4,5535.47,1333,1993014.5,10517393,8524378.5
05-01-2025,Kusmunda,Evening,600,576,24,396,4608,122.4,5019.58,2500,2810169,11043076,8232907
07-01-2025,Kusmunda,Morning,600,528,72,384,4224,175.2,5586.54,2500,3127447,12290388,9162941
08-01-2025,Dipka,Evening,600,576,24,420,4608,127.2,5296.29,2000,2171116,14829612,12658496
08-01-2025,Kusmunda,Morning,600,552,48,336,4416,67.2,5160.72,2500,2894546,11353584,8459038
21-04-2025,Kusmunda,Evening,600,540,60,300,4320,48,5570.76,2500,3115768,12255672,9139904
22-04-2025,Korba,Morning,600,588,12,396,4704,72,4574.12,1333,1655492,8690828,7035336
25-04-2025,Korba,Morning,600,564,36,360,4512,198,4425.51,1333,1612978.5,8408469,6795490.5
26-04-2025,Dipka,Night,600,576,24,396,4608,265.2,5797.48,2000,2382292,16232944,13850652
11-08-2025,Kusmunda,Morning,600,528,72,300,4224,82.8,5411.2,2500,3037110,11904640,8867530
14-08-2025,Dipka,Night,600,504,96,312,4032,86.4,5119.26,2000,2100004,14333928,12233924
15-08-2025,Korba,Morning,600,576,24,408,4608,159.6,5371.98,1333,1933143,10206762,8273619
17-08-2025,Dipka,Evening,600,576,24,456,4608,124.8,5548.03,2000,2277262,15534484,13257222
20-08-2025,Dipka,Evening,600,540,60,420,4320,246,6541.98,2000,2673892,18317544,15643652
11-12-2025,Kusmunda,Evening,600,552,48,408,4416,122.4,5313.43,2500,2975536.5,11689546,8714009.5
13-12-2025,Korba,Evening,600,576,24,396,4608,207.6,5633.33,1333,2029515.5,10703327,8673811.5
13-12-2025,Korba,Night,600,564,36,408,4512,115.2,4784.54,1333,1725189,9090626,7365437
14-12-2025,Dipka,Morning,600,552,48,384,4416,130.8,6007.13,2000,2467852,16819964,14352112
15-12-2025,Dipka,Evening,600,552,48,324,4416,172.8,5671.19,2000,2325476,15879332,13553856
17-12-2025,Dipka,Evening,600,564,36,432,4512,132,5882.36,2000,2417094,16470608,14053514
17-12-2025,Kusmunda,Morning,600,528,72,348,4224,358.8,5193.34,2500,2915787,11425348,8509561
02-04-2025,Korba,Evening,600,552,48,420,4416,108,4261.63,1333,1547920.5,8097097,6549176.5
03-04-2025,Korba,Morning,600,540,60,384,4320,110.4,4835.21,1333,1746023.5,9186899,7440875.5
03-04-2025,Korba,Night,600,552,48,360,4416,145.2,3721.27,1333,1350294.5,7070413,5720118.5
05-04-2025,Kusmunda,Night,600,588,12,372,4704,156,5464.09,2500,3065449.5,12020998,8955548.5
05-04-2025,Korba,Evening,600,540,60,372,4320,127.2,4143.14,1333,1508049,7871966,6363917
06-04-2025,Kusmunda,Morning,600,540,60,360,4320,283.2,4952.9,2500,2770945,10896380,8125435
08-04-2025,Korba,Night,600,552,48,384,4416,43.2,5360.8,1333,1928030,10185520,8257490
09-04-2025,Korba,Morning,600,540,60,408,4320,308.4,5210.26,1333,1877291,9899494,8022203
09-04-2025,Korba,Evening,600,540,60,360,4320,150,5559.31,1333,2008308.5,10562689,8554380.5
10-04-2025,Kusmunda,Evening,600,600,0,360,4800,298.8,5762.72,2500,3229696,12677984,9448288
24-07-2025,Dipka,Night,600,576,24,360,4608,298.8,4930.58,2000,2024532,13805624,11781092
24-07-2025,Kusmunda,Evening,600,516,84,336,4128,122.4,5843.94,2500,3271267,12856668,9585401
25-07-2025,Kusmunda,Evening,600,564,36,360,4512,177.6,5960.67,2500,3333418.5,13113474,9780055.5
25-07-2025,Kusmunda,Night,600,552,48,348,4416,148.8,4937.38,2500,2770109,10862236,8092127
29-07-2025,Korba,Morning,600,564,36,432,4512,154.8,4551.12,1333,1653842,8647128,6993286
30-07-2025,Korba,Morning,600,552,48,420,4416,187.2,5054.29,1333,1824501.5,9603151,7778649.5
13-04-2025,Korba,Evening,600,504,96,384,4032,141.6,4621.53,1333,1672385.5,8780907,7108521.5
14-04-2025,Korba,Evening,600,564,36,420,4512,212.4,4550.58,1333,1646603,8646102,6999499
16-04-2025,Kusmunda,Morning,600,552,48,360,4416,184.8,5398.19,2500,3019804.5,11876018,8856213.5
21-04-2025,Dipka,Morning,600,588,12,372,4704,234,5160.67,2000,2121468,14449876,12328408
21-04-2025,Kusmunda,Evening,600,540,60,300,4320,48,5570.76,2500,3115768,12255672,9139904
22-04-2025,Korba,Morning,600,588,12,396,4704,72,4574.12,1333,1655492,8690828,7035336
04-08-2025,Korba,Evening,600,516,84,372,4128,180,5283.85,1333,1905597.5,10039315,8133717.5
04-08-2025,Korba,Night,600,540,60,360,4320,163.2,5065.25,1333,1831537.5,9623975,7792437.5
05-08-2025,Dipka,Evening,600,552,48,432,4416,86.4,6038.89,2000,2475656,16908892,14433236
07-08-2025,Kusmunda,Night,600,528,72,312,4224,60,5728.69,2500,3207879.5,12603118,9395238.5
09-08-2025,Dipka,Morning,600,588,12,396,4704,75.6,5226.55,2000,2149970,14634340,12484370
10-08-2025,Dipka,Morning,600,552,48,396,4416,145.2,5324.29,2000,2183616,14908012,12724396
10-08-2025,Dipka,Evening,600,576,24,432,4608,130.8,6103.45,2000,2503180,17089660,14586480
11-08-2025,Kusmunda,Morning,600,528,72,300,4224,82.8,5411.2,2500,3037110,11904640,8867530
24-11-2025,Korba,Night,600,540,60,372,4320,112.8,4908.35,1333,1773222.5,9325865,7552642.5
28-11-2025,Kusmunda,Morning,600,540,60,312,4320,284.4,5557.14,2500,3109477,12225708,9116231
01-12-2025,Dipka,Morning,600,516,84,360,4128,16.8,5524.24,2000,2266896,15467872,13200976
16-03-2025,Dipka,Night,600,540,60,348,4320,86.4,4982.71,2000,2050934,13951588,11900654
16-03-2025,Kusmunda,Evening,600,540,60,324,4320,78,5634.46,2500,3152203,12395812,9243609
17-03-2025,Dipka,Evening,600,528,72,360,4224,57.6,4835.22,2000,1989488,13538616,11549128
20-03-2025,Dipka,Evening,600,564,36,432,4512,252,6227.06,2000,2551874,17435768,14883894
20-03-2025,Kusmunda,Morning,600,576,24,396,4608,74.4,6011.91,2500,3356700.5,13226202,9869501.5
24-03-2025,Kusmunda,Morning,600,564,36,312,4512,111.6,4157.56,2500,2342358,9146632,6804274
06-07-2025,Dipka,Morning,600,492,108,372,3936,120,5343.83,2000,2194632,14962724,12768092
06-07-2025,Dipka,Evening,600,576,24,372,4608,220.8,5693.81,2000,2333024,15942668,13609644
07-07-2025,Korba,Night,600,552,48,360,4416,292.8,3926.34,1333,1431419,7460046,6028627
08-07-2025,Kusmunda,Morning,600,528,72,324,4224,180,4553.71,2500,2559290.5,10018162,7458871.5
08-07-2025,Kusmunda,Night,600,516,84,300,4128,104.4,4655.18,2500,2617549,10241396,7623847
09-07-2025,Kusmunda,Evening,600,576,24,396,4608,85.2,5244.31,2500,2938370.5,11537482,8599111.5
10-07-2025,Dipka,Evening,600,552,48,408,4416,126,5494.43,2000,2249972,15384404,13134432
10-07-2025,Kusmunda,Morning,600,540,60,324,4320,144,4875.8,2500,2730140,10726760,7996620
10-07-2025,Korba,Night,600,564,36,384,4512,246,4354.46,1333,1581161,8273474,6692313
12-07-2025,Kusmunda,Morning,600,552,48,360,4416,291.6,5738.05,2500,3213877.5,12623710,9409832.5
13-07-2025,Kusmunda,Morning,600,552,48,408,4416,178.8,5051.11,2500,2832210.5,11112442,8280231.5
14-07-2025,Korba,Evening,600,564,36,348,4512,199.2,4371.24,1333,1582984,8305356,6722372
26-10-2025,Korba,Night,600,516,84,420,4128,102,4691.17,1333,1699759.5,8913223,7213463.5
27-10-2025,Korba,Night,600,528,72,372,4224,151.2,4701.77,1333,1697919.5,8933363,7235443.5
28-10-2025,Korba,Evening,600,576,24,396,4608,150,5213.12,1333,1881042,9904928,8023886
29-10-2025,Dipka,Evening,600,528,72,384,4224,138,5721.33,2000,2343482,16019724,13676242
29-10-2025,Korba,Morning,600,540,60,444,4320,212.4,4859.27,1333,1761694.5,9232613,7470918.5
01-11-2025,Dipka,Morning,600,492,108,348,3936,44.4,5539.95,2000,2278530,15511860,13233330
02-11-2025,Dipka,Night,600,552,48,384,4416,128.4,5942.71,2000,2433434,16639588,14206154
15-02-2025,Kusmunda,Evening,600,564,36,372,4512,240,6005.4,2500,3364020,13211880,9847860
18-02-2025,Korba,Night,600,540,60,432,4320,300,4265.95,1333,1546982.5,8105305,6558322.5
20-02-2025,Kusmunda,Morning,600,492,108,300,3936,122.4,5459.72,2500,3064546,12011384,8946838
24-02-2025,Dipka,Evening,600,516,84,360,4128,181.2,5288.06,2000,2174674,14806568,12631894
06-06-2025,Korba,Night,600,552,48,384,4416,160.8,4281.77,1333,1556469.5,8135363,6578893.5
07-06-2025,Dipka,Night,600,576,24,408,4608,226.8,5141.22,2000,2113588,14395416,12281828
08-06-2025,Dipka,Evening,600,540,60,420,4320,28.8,5210.05,2000,2133770,14588140,12454370
09-06-2025,Dipka,Night,600,552,48,408,4416,61.2,6015.85,2000,2462590,16844380,14381790
09-06-2025,Kusmunda,Evening,600,576,24,396,4608,240,5448.73,2500,3046951.5,11987206,8940254.5
11-06-2025,Kusmunda,Evening,600,588,12,372,4704,278.4,5722.13,2500,3202121.5,12588686,9386564.5
12-06-2025,Kusmunda,Night,600,516,84,324,4128,111.6,5291.63,2500,2969096.5,11641586,8672489.5
14-06-2025,Korba,Morning,600,540,60,372,4320,122.4,4863.87,1333,1761804.5,9241353,7479548.5
15-06-2025,Dipka,Night,600,564,36,384,4512,163.2,5277.2,2000,2175580,14776160,12600580
15-06-2025,Kusmunda,Evening,600,600,0,408,4800,162,5595.57,2500,3132413.5,12310254,9177840.5
27-09-2025,Dipka,Evening,600,588,12,396,4704,157.2,5626.43,2000,2304672,15754004,13449332
27-09-2025,Dipka,Night,600,552,48,396,4416,262.8,4937.81,2000,2030624,13825868,11795244
28-09-2025,Korba,Night,600,576,24,408,4608,133.2,5318.54,1333,1914189,10105226,8191037
30-09-2025,Dipka,Night,600,540,60,456,4320,326.4,5931.79,2000,2434416,16609012,14174596
01-10-2025,Kusmunda,Evening,600,564,36,360,4512,141.6,5826.21,2500,3258315.5,12817662,9559346.5
03-10-2025,Korba,Morning,600,564,36,372,4512,204,5031.3,1333,1822005,9559470,7737465
04-10-2025,Dipka,Night,600,564,36,432,4512,190.8,5904.61,2000,2417994,16532908,14114914
05-10-2025,Dipka,Night,600,540,60,360,4320,61.2,5373.52,2000,2210458,15045856,12835398
18-01-2025,Korba,Morning,600,576,24,348,4608,182.4,5021.01,1333,1815203.5,9539919,7724715.5
20-01-2025,Dipka,Night,600,528,72,420,4224,138,5569.46,2000,2283384,15594488,13311104
20-01-2025,Kusmunda,Morning,600,576,24,420,4608,246,4925.96,2500,2763278,10837112,8073834
22-01-2025,Kusmunda,Morning,600,576,24,372,4608,225.6,5935.7,2500,3328035,13058540,9730505
24-01-2025,Dipka,Evening,600,588,12,468,4704,166.8,5014.26,2000,2059704,14039928,11980224
24-01-2025,Korba,Night,600,564,36,408,4512,286.8,5560.08,1333,2003978,10564152,8560174
09-05-2025,Dipka,Evening,600,552,48,372,4416,192,5081.97,2000,2088938,14229516,12140578
11-05-2025,Dipka,Morning,600,552,48,420,4416,128.4,5270.88,2000,2165352,14758464,12593112
13-05-2025,Dipka,Morning,600,576,24,408,4608,74.4,5368.25,2000,2197550,15031100,12833550
14-05-2025,Dipka,Evening,600,552,48,396,4416,75.6,4589.02,2000,1891208,12849256,10958048
16-05-2025,Dipka,Evening,600,540,60,384,4320,153.6,5848.25,2000,2398100,16375100,13977000
16-05-2025,Kusmunda,Morning,600,528,72,300,4224,169.2,5382.06,2500,3008883,11840532,8831649
16-05-2025,Korba,Night,600,516,84,348,4128,220.8,5036.76,1333,1819866,9569844,7749978
17-05-2025,Korba,Evening,600,516,84,408,4128,91.2,4962.84,1333,1798694,9429396,7630702
29-08-2025,Dipka,Evening,600,528,72,360,4224,188.4,5827.15,2000,2388610,16316020,13927410
29-08-2025,Korba,Night,600,588,12,408,4704,204,5344.19,1333,1930766.5,10153961,8223194.5
01-09-2025,Dipka,Night,600,528,72,384,4224,172.8,4839.82,2000,1996128,13551496,11555368
02-09-2025,Korba,Evening,600,540,60,420,4320,136.8,4516.29,1333,1635451.5,8580951,6945499.5
20-01-2025,Dipka,Night,600,528,72,420,4224,138,5569.46,2000,2283384,15594488,13311104
20-01-2025,Kusmunda,Morning,600,576,24,420,4608,246,4925.96,2500,2763278,10837112,8073834
22-01-2025,Kusmunda,Morning,600,576,24,372,4608,225.6,5935.7,2500,3328035,13058540,9730505
24-01-2025,Dipka,Evening,600,588,12,468,4704,166.8,5014.26,2000,2059704,14039928,11980224
24-01-2025,Korba,Night,600,564,36,408,4512,286.8,5560.08,1333,2003978,10564152,8560174
26-01-2025,Korba,Night,600,552,48,372,4416,199.2,3324.6,1333,1217610,6316740,5099130
27-01-2025,Kusmunda,Morning,600,564,36,384,4512,158.4,5715.52,2500,3201286,12574144,9372858
28-01-2025,Kusmunda,Night,600,564,36,396,4512,261.6,4168.76,2500,2345968,9171272,6825304
13-05-2025,Dipka,Morning,600,576,24,408,4608,74.4,5368.25,2000,2197550,15031100,12833550
14-05-2025,Dipka,Evening,600,552,48,396,4416,75.6,4589.02,2000,1891208,12849256,10958048
16-05-2025,Dipka,Evening,600,540,60,384,4320,153.6,5848.25,2000,2398100,16375100,13977000
16-05-2025,Kusmunda,Morning,600,528,72,300,4224,169.2,5382.06,2500,3008883,11840532,8831649
16-05-2025,Korba,Night,600,516,84,348,4128,220.8,5036.76,1333,1819866,9569844,7749978
17-05-2025,Korba,Evening,600,516,84,408,4128,91.2,4962.84,1333,1798694,9429396,7630702
19-05-2025,Dipka,Evening,600,552,48,432,4416,242.4,5669.95,2000,2330530,15875860,13545330
19-05-2025,Kusmunda,Morning,600,564,36,420,4512,122.4,5311.32,2500,2983126,11684904,8701778
20-05-2025,Dipka,Evening,600,516,84,372,4128,182.4,6526.36,2000,2670944,18273808,15602864
01-09-2025,Dipka,Night,600,528,72,384,4224,172.8,4839.82,2000,1996128,13551496,11555368
02-09-2025,Korba,Evening,600,540,60,420,4320,136.8,4516.29,1333,1635451.5,8580951,6945499.5
04-09-2025,Korba,Evening,600,576,24,408,4608,96,4737.05,1333,1719567.5,9000395,7280827.5
06-09-2025,Dipka,Evening,600,516,84,348,4128,145.2,6729.8,2000,2749220,18843440,16094220
07-09-2025,Dipka,Evening,600,576,24,420,4608,92.4,4714.54,2000,1942066,13200712,11258646
07-09-2025,Kusmunda,Morning,600,504,96,348,4032,146.4,5060.42,2500,2839581,11132924,8293343
31-12-2025,Korba,Evening,600,540,60,384,4320,210,5344.38,1333,1928283,10154322,8226039
01-01-2025,Korba,Morning,600,540,60,432,4320,127.2,4409.77,1333,1599769.5,8378563,6778793.5
03-01-2025,Kusmunda,Night,600,564,36,372,4512,222,5044.51,2500,2827080.5,11097922,8270841.5
04-01-2025,Korba,Morning,600,576,24,420,4608,80.4,5535.47,1333,1993014.5,10517393,8524378.5
05-01-2025,Kusmunda,Evening,600,576,24,396,4608,122.4,5019.58,2500,2810169,11043076,8232907
07-01-2025,Kusmunda,Morning,600,528,72,384,4224,175.2,5586.54,2500,3127447,12290388,9162941
08-01-2025,Dipka,Evening,600,576,24,420,4608,127.2,5296.29,2000,2171116,14829612,12658496
08-01-2025,Kusmunda,Morning,600,552,48,336,4416,67.2,5160.72,2500,2894546,11353584,8459038
09-01-2025,Dipka,Morning,600,504,96,336,4032,57.6,4683.59,2000,1932036,13114052,11182016
22-04-2025,Korba,Morning,600,588,12,396,4704,72,4574.12,1333,1655492,8690828,7035336
25-04-2025,Korba,Morning,600,564,36,360,4512,198,4425.51,1333,1612978.5,8408469,6795490.5
26-04-2025,Dipka,Night,600,576,24,396,4608,265.2,5797.48,2000,2382292,16232944,13850652
14-08-2025,Dipka,Night,600,504,96,312,4032,86.4,5119.26,2000,2100004,14333928,12233924
15-08-2025,Korba,Morning,600,576,24,408,4608,159.6,5371.98,1333,1933143,10206762,8273619
17-08-2025,Dipka,Evening,600,576,24,456,4608,124.8,5548.03,2000,2277262,15534484,13257222
20-08-2025,Dipka,Evening,600,540,60,420,4320,246,6541.98,2000,2673892,18317544,15643652
04-12-2025,Kusmunda,Morning,600,576,24,396,4608,214.8,5684.05,2500,3184927.5,12504910,9319982.5
05-12-2025,Dipka,Evening,600,516,84,312,4128,169.2,6385.14,2000,2616706,17878392,15261686
06-12-2025,Korba,Morning,600,552,48,396,4416,171.6,4160.19,1333,1513916.5,7904361,6390444.5
07-12-2025,Korba,Morning,600,528,72,360,4224,94.8,4613.77,1333,1674269.5,8766163,7091893.5
10-12-2025,Dipka,Evening,600,540,60,360,4320,99.6,4947.85,2000,2029840,13853980,11824140
24-03-2025,Kusmunda,Morning,600,564,36,312,4512,111.6,4157.56,2500,2342358,9146632,6804274
26-03-2025,Dipka,Morning,600,516,84,372,4128,273.6,5239.72,2000,2152138,14671216,12519078
28-03-2025,Dipka,Night,600,552,48,360,4416,157.2,4742.54,2000,1957116,13279112,11321996
29-03-2025,Korba,Evening,600,540,60,384,4320,272.4,4406.77,1333,1601919.5,8372863,6770943.5
30-03-2025,Dipka,Evening,600,552,48,444,4416,42,4707.18,2000,1939972,13180104,11240132
14-07-2025,Korba,Evening,600,564,36,348,4512,199.2,4371.24,1333,1582984,8305356,6722372
15-07-2025,Dipka,Morning,600,552,48,408,4416,93.6,5576.22,2000,2289188,15613416,13324228
15-07-2025,Dipka,Evening,600,552,48,372,4416,258,4745.2,2000,1952830,13286560,11333730
16-07-2025,Kusmunda,Night,600,576,24,384,4608,135.6,6269.2,2500,3502910,13792240,10289330
18-07-2025,Dipka,Morning,600,564,36,396,4512,136.8,5121.16,2000,2105464,14339248,12233784
18-07-2025,Korba,Evening,600,564,36,384,4512,175.2,4409.3,1333,1600905,8377670,6776765
20-07-2025,Dipka,Evening,600,552,48,396,4416,90,4857.63,2000,1996202,13601364,11605162
20-07-2025,Korba,Night,600,576,24,444,4608,393.6,5694.78,1333,2050573,10820082,8769509
26-10-2025,Korba,Night,600,516,84,420,4128,102,4691.17,1333,1699759.5,8913223,7213463.5
27-10-2025,Korba,Night,600,528,72,372,4224,151.2,4701.77,1333,1697919.5,8933363,7235443.5
28-10-2025,Korba,Evening,600,576,24,396,4608,150,5213.12,1333,1881042,9904928,8023886
29-10-2025,Dipka,Evening,600,528,72,384,4224,138,5721.33,2000,2343482,16019724,13676242
29-10-2025,Korba,Morning,600,540,60,444,4320,212.4,4859.27,1333,1761694.5,9232613,7470918.5
01-11-2025,Dipka,Morning,600,492,108,348,3936,44.4,5539.95,2000,2278530,15511860,13233330
02-11-2025,Dipka,Night,600,552,48,384,4416,128.4,5942.71,2000,2433434,16639588,14206154
14-02-2025,Dipka,Night,600,564,36,384,4512,198,5384.42,2000,2208518,15076376,12867858
14-02-2025,Kusmunda,Evening,600,516,84,336,4128,112.8,5602.32,2500,3134326,12325104,9190778
15-02-2025,Kusmunda,Evening,600,564,36,372,4512,240,6005.4,2500,3364020,13211880,9847860
18-02-2025,Korba,Night,600,540,60,432,4320,300,4265.95,1333,1546982.5,8105305,6558322.5
20-02-2025,Kusmunda,Morning,600,492,108,300,3936,122.4,5459.72,2500,3064546,12011384,8946838
06-06-2025,Kusmunda,Morning,600,576,24,408,4608,204,5848.5,2500,3269925,12866700,9596775
06-06-2025,Korba,Night,600,552,48,384,4416,160.8,4281.77,1333,1556469.5,8135363,6578893.5
07-06-2025,Dipka,Night,600,576,24,408,4608,226.8,5141.22,2000,2113588,14395416,12281828
08-06-2025,Dipka,Evening,600,540,60,420,4320,28.8,5210.05,2000,2133770,14588140,12454370
09-06-2025,Dipka,Night,600,552,48,408,4416,61.2,6015.85,2000,2462590,16844380,14381790
09-06-2025,Kusmunda,Evening,600,576,24,396,4608,240,5448.73,2500,3046951.5,11987206,8940254.5
11-06-2025,Kusmunda,Evening,600,588,12,372,4704,278.4,5722.13,2500,3202121.5,12588686,9386564.5
12-06-2025,Kusmunda,Night,600,516,84,324,4128,111.6,5291.63,2500,2969096.5,11641586,8672489.5
14-06-2025,Korba,Morning,600,540,60,372,4320,122.4,4863.87,1333,1761804.5,9241353,7479548.5
15-06-2025,Dipka,Night,600,564,36,384,4512,163.2,5277.2,2000,2175580,14776160,12600580
26-09-2025,Kusmunda,Night,600,576,24,396,4608,127.2,5227.3,2500,2927515,11500060,8572545
26-09-2025,Korba,Morning,600,540,60,372,4320,96,3794.73,1333,1379805.5,7209987,5830181.5
27-09-2025,Dipka,Evening,600,588,12,396,4704,157.2,5626.43,2000,2304672,15754004,13449332
08-02-2025,Korba,Morning,600,564,36,432,4512,200.4,5175.16,1333,1869356,9832804,7963448
09-02-2025,Korba,Evening,600,576,24,420,4608,184.8,3276.62,1333,1194417,6225578,5031161
13-02-2025,Korba,Morning,600,540,60,384,4320,232.8,4788.43,1333,1733150.5,9098017,7364866.5
14-02-2025,Dipka,Night,600,564,36,384,4512,198,5384.42,2000,2208518,15076376,12867858
